"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSVORM","AANTAL_INGESCHREVENEN"
"2024","Limburg","0917","Heerlen","reguliere inst.","associate degree","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","VT",139
"2024","Limburg","0917","Heerlen","reguliere inst.","associate degree","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",58
"2024","Limburg","0917","Heerlen","reguliere inst.","associate degree","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",130
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","DT",30
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","VT",523
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",289
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",166
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",1714
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",62
"2024","Limburg","0917","Heerlen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",1686
"2024","Limburg","0917","Heerlen","reguliere inst.","master","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",27
"2024","Limburg","0917","Heerlen","reguliere inst.","master","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",73
"2024","Limburg","0935","Maastricht","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","VT",2824
"2024","Limburg","0935","Maastricht","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",267
"2024","Limburg","0935","Maastricht","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",31
"2024","Limburg","0935","Maastricht","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",166
"2024","Limburg","0935","Maastricht","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",1085
"2024","Limburg","0935","Maastricht","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",310
"2024","Limburg","0935","Maastricht","reguliere inst.","master","25JX","Zuyd Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",41
"2024","Limburg","0935","Maastricht","reguliere inst.","master","25JX","Zuyd Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","DU",51
"2024","Limburg","0935","Maastricht","reguliere inst.","master","25JX","Zuyd Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",205
"2024","Limburg","0983","Venlo","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",26
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",387
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VT",2090
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",-1
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",16
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",56
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",47
"2024","Limburg","0983","Venlo","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",848
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","associate degree","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","VT",170
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",89
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","DT",167
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","DU",29
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ECONOMIE","n.v.t. (economie)","VT",2059
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",126
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",657
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","25JX","Zuyd Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",311
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",51
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",245
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",162
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",230
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",219
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",427
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",204
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",-1
"2024","Limburg","1883","Sittard-Geleen","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","VT",61
"2024","Noord-Brabant","0748","Bergen op Zoom","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",145
"2024","Noord-Brabant","0758","Breda","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DT",344
"2024","Noord-Brabant","0758","Breda","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",132
"2024","Noord-Brabant","0758","Breda","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",103
"2024","Noord-Brabant","0758","Breda","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",245
"2024","Noord-Brabant","0758","Breda","reguliere inst.","associate degree","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",212
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DT",809
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DU",99
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VT",4651
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",113
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",799
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",297
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",84
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",1583
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",143
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",559
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",609
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",406
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","DU",57
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",2965
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",4528
"2024","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",1700
"2024","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","DT",56
"2024","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",131
"2024","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",37
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","DT",75
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","DU",24
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VT",193
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",157
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",84
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",15
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",9
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",32
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",291
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",138
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",578
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","DT",177
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","DU",23
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VT",4466
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",113
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",3551
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",192
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",512
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",3206
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",224
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",287
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",153
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",586
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",529
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",6754
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",194
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",40
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",39
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",22
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",151
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",50
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",17
"2024","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",120
"2024","Noord-Brabant","0794","Helmond","reguliere inst.","bachelor","08OK","Pedagogische Hogeschool De Kempel","ONDERWIJS","leraar basisonderwijs","DT",118
"2024","Noord-Brabant","0794","Helmond","reguliere inst.","bachelor","08OK","Pedagogische Hogeschool De Kempel","ONDERWIJS","leraar basisonderwijs","VT",981
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DT",358
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DU",305
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VT",1390
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",205
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",22
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",411
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","DU",30
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",377
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",28
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",71
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DT",293
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","DU",44
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VT",5296
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",131
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",991
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",187
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",46
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",883
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",328
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",2909
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",2520
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",167
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",384
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","master","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",75
"2024","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",24
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",78
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",61
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",96
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","DU",245
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",1026
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","DT",254
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VT",4230
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",370
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",309
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",44
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",194
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",160
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",415
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",110
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",331
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",1102
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",1145
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",742
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",631
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VT",47
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","DT",39
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",101
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",37
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",122
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",88
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",655
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","DT",134
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","DT",14
"2024","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",104
"2024","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VT",285
"2024","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",112
"2024","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",76
"2024","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",27
"2024","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",168
"2024","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",119
"2024","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","DT",90
"2024","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",14
